text,label_class,label
先心病的高危因素有哪些？,病因,1
请问阴毛长了几根白带也来了是要来月经吗？,临床表现(病症表现),3
什么方法能避开宫颈复发癌,预防,2
最近几天早上起来的时候感觉腰很酸，起不了床，吃了几天补药好了些，现在又反复了,临床表现(病症表现),3
"""多年的肺气肿，之前没有喝对药，一直难受,有没有可以起到改善的作用的呢""",治疗方法,5
您好，我最近总是感觉别人在笑我，我总爱观察别人面部表情十分细微，总是自卑恐惧，感觉活着好累，总想死去摆脱这个世界。,临床表现(病症表现),3
怀孕37周失眠严重，宝宝的胎动也厉害，怎么回事呢？好担心肚子里的宝宝。,病因,1
感觉大脑缺氧，我这个年龄阶段的也会出现这样的情况吗？,病因,1
怎么突然冒虚汗，感觉心绞痛,临床表现(病症表现),3
你好请问盐酸班布特罗片能与头孢一起吃吗,治疗方法,5
常用的治疗痔疮的肛门栓剂有哪些,治疗方法,5
你好，麻烦问一下外伤性脑脊液漏如何体检？,化验/体检方案,10
腹泻反复发作,临床表现(病症表现),3
头部左耳朵上方撞到墙了，起了肿块，上下摇晃头部里面会痛，有事吗？第二天吃饭恶心，只吃一点，不想吃饭。,临床表现(病症表现),3
医生说我得的阵发性心房颤动非常危险，在日常生活中可能突发疾病去世，且比较难以治疗，请问得了阵发性心房颤动应该怎样治疗？,治疗方法,5
重症肌无力患者服用硫唑嘌呤片可以吗？会不会有什么不良反应？,治疗方法,5
13个月的宝宝不爱吃饭,临床表现(病症表现),3
打了胰岛素来治病，是不是以后都要一直打，有机会停用吗？,治疗时间,11
大便出血什么原因造成的,病因,1
感觉大便有些出血，不过不太厉害，大便干结或者是吃辛辣的食品后会厉害些，检查为内痔，但不太想手术，吃药能治愈吗？,治愈率,8
带状角膜病变什么人容易得,病因,1
肾实质性高血压有什么一同发生,相关病症,4
我屁眼旁边长了一个疮，是什么来的，有照片,病因,1
采取什么方法躲避色素性青光眼,预防,2
宝宝便秘吃什么蔬菜水果好？,禁忌,9
阴茎短小有什么方法治疗,治疗方法,5
长期心绞痛有什么危害,相关病症,4
医生，请问嗜睡，应挂什么科？,所属科室,6
阴虚血热输液治疗可以吗？输葡萄糖可以吗？能长时间输葡萄糖吗？,治疗方法,5
膑骨骨折手术后一个半月.头感觉有点晕.双脚冷出汗.血压高压126.低压69.这样血压正常吗？,临床表现(病症表现),3
医生，你好，女性慢性尿道炎怎么调理,治疗方法,5
最近老想睡觉，1天24都能睡着，有时还有点头疼，胸口有时也会像针扎的一样，这是不是低血压的症状,临床表现(病症表现),3
林医生你好，我想咨询下甲亢服131碘后一个半月睡眠不好我可以吃脑心舒吗,治疗方法,5
感冒软胶囊可以和复方板蓝根颗粒一起服用吗？,治疗方法,5
你好，麻烦问一下糖代谢异常伴发的精神障碍要看什么科,所属科室,6
辐射性白内障痊愈几率,治愈率,8
我有心脏病冠心病不知道能医得好,治愈率,8
月经提前4天，来前小腹隐隐作痛，去医院那天刚好来月经，这次量少，小腹一会的刺痛，想上厕所，是炎症吗,临床表现(病症表现),3
新生儿锁骨骨折看啥科呢,所属科室,6
大脚趾旁边的脚趾肿了，一碰就疼什么回事,病因,1
你好，治疗焦虑症，请问，盐酸丁螺环酮片可以忽然停药吗？,治疗方法,5
如果得了绝经与抑郁症什么人容易得,病因,1
请教一下先天性巨细胞包涵体病做啥检查,化验/体检方案,10
一般的心肌梗死、心房颤动症状，应该服用什么药物治疗的效果比较明显的?,治疗方法,5
月经50天没来什么原因停经？,病因,1
最初是感冒嗓子工，然后吃药好了，过程中出现舌头白一个月，还不好吃好多药，说是什么脾胃虚寒,临床表现(病症表现),3
高血压180发晕该怎么办？,治疗方法,5
打扰问一下儿童腺样体肥大属于什么科,所属科室,6
什么是囤积强迫症,定义,0
头疼吃二十五味珍珠丸好使吗？,治疗方法,5
尿潴留尿频尿急尿失禁尿不出来,临床表现(病症表现),3
我骨折后，脚一直很肿，怎么消肿。片子为脚骷骨折。,治疗方法,5
请问阴毛短正常吗？,临床表现(病症表现),3
我父亲在最近上班的时候一直咳嗽，然后去往医院进行治疗，说得了肺炎，一直吃药也不见好，我想问一下，间质性肺炎能不能治好？,治愈率,8
您好窦性停搏要挂什么科室,所属科室,6
什么是直肠息肉?,定义,0
宝宝现在2个多月一直拉肚子，请问正常吗，该怎么办呢,治疗方法,5
幽门狭小的孩子是一开始就吐奶吗？,临床表现(病症表现),3
心绞痛摸上去会痛吗,临床表现(病症表现),3
肺癌和吸烟的关系大吗,病因,1
打扰问一下风寒要做什么化验治疗吗,化验/体检方案,10
解释解释腰椎骨折的释义,定义,0
冒昧问一下虹膜新生血管容易感染不,传染性,7
医生您好，我最近总是心烦意乱，焦虑不安，自己无法控制情绪，总为以前的事情生气，胡思乱想，该咋办,治疗方法,5
"""长在孩子脚上的海绵性巨大的血管瘤，我们这的医生说继续观察到3个月时做手术切除,是这样的吗，内蒙古婴儿的血管瘤多长时间治疗较好？""",治疗时间,11
中医如何看失眠症？,治疗方法,5
怎么治疗面神经炎,治疗方法,5
心绞痛如何确定,化验/体检方案,10
请问刘医生，我一年内可以做了两次脑部CT吗？,化验/体检方案,10
食管癌术后护理有什么需要注意的,治疗方法,5
请问月经迟来要紧吗？,临床表现(病症表现),3
收紧肛门时，有点细微的疼痛，像背钝器往里面按。最近吃了些辣椒。,临床表现(病症表现),3
现在检查又得了乙肝，之前我检查是患有高血压的，不知道还可以吃拉米夫定片不,治疗方法,5
我的孩子吃早餐会肚子疼，为什么？谢谢！,病因,1
心脏增大是什么病？,定义,0
打喷嚏、流涕、咳嗽剧烈(尤其晚上)，气紧，嘶鸣声。2018-2019春季均出现上述症状。,临床表现(病症表现),3
最近总是觉得心前区疼痛不适，去医院检查后，我被查出了房颤，最近这几天总觉得呼吸急促，想知道一下为什么得了房颤会呼吸急促？,病因,1
心脏畸形是怎么回事？,定义,0
冒昧问一下输尿管肿瘤会传给孕妇吗,传染性,7
心慌心悸脚凉怎么办,治疗方法,5
我想请问一下，小便后有血不痛不是月经，怎么办好呢,治疗方法,5
大约半个月，腹部胀痛，出血，拍片医生说是血管瘤，内蒙古婴儿得了血管瘤的较好治疗时间是什么时候？,治疗时间,11
肛裂出血用什么药最好，有20多天了，,治疗方法,5
小孩大便困难,临床表现(病症表现),3
你好！茶碱缓释片有什么要注意的吗？哪些人是不适用或要慎用的？,禁忌,9
虫臌有什么共现,相关病症,4
小儿癫痫发作诱发失语综合征要做哪些检查,化验/体检方案,10
小便完感觉里面刺痛，而且貌似带血，而且一直感觉尿不尽,临床表现(病症表现),3
采取什么措施防范脐膨出-巨舌-巨体综合征,预防,2
你好！请问尿蛋白质阳性是什么来的，它用来说明什么啊？,定义,0
请问月经不调如何治疗才能怀孕？,治疗方法,5
咽喉肿痛、剧烈咳嗽、多痰,临床表现(病症表现),3
上厕所小便痛，就是最近几天的情况请问怎么回事,病因,1
尿黄是什么原因引起的？,病因,1
早上起来打喷嚏流鼻涕晚上不通气偶尔鼻梗疼痛晚上也是不停的打喷嚏,临床表现(病症表现),3
我家宝宝是不是便秘,临床表现(病症表现),3
"""男性有痔疮,便秘，大便疼，带血，如何预防？""",预防,2
就是胸口左侧有时候疼的不能呼吸，有时候不疼,临床表现(病症表现),3
睡一觉醒睡不着咋搞的？现在怀孕7个月了，晚上经常准点醒，然后就睡不着了。,病因,1
冒昧问一下小儿低氯性氮质血症综合征病症是啥,定义,0
颅骨缺损综合征可以并发哪些疾病?,相关病症,4
求助大家！宝宝的臀部红肿还长了脓包如何治疗？当时只是尿布疹，现在越变越严重了。,治疗方法,5
肺癌晚期只能化疗还有什么好方法？,治疗方法,5
淋巴结炎，胸口沉闷，,临床表现(病症表现),3
孩子从小就不爱吃饭，怎么办？,治疗方法,5
小孩刚出生就有血管瘤，头部，现在45天，要怎么治疗，有图片下面那张？内蒙古婴儿在头部长有血管瘤咋治呢？,治疗方法,5
好几天不停地打嗝，发热又不流汗，很痛苦,临床表现(病症表现),3
请问月经干净三天后又大量出血是什么问题？,病因,1
突然性发烧昨晚38-9度退了烧，今早37.5请问可以做雾化吗，原来有肺炎,治疗方法,5
前几天突然呼吸困难，到医院检查说肺部发炎，这住院几天肺部没事了又成了胃，好像肚子里有一团气一样鼓鼓的，请问怎么回事？,病因,1
打扰问一下脑型血吸虫病可治率多高？,治愈率,8
高血压心率低头不舒服吃点啥药好,治疗方法,5
我现在是想要将汇仁肾宝片与大活络丸同时吃的，就是不造行不行。,治疗方法,5
我想请问一下，尿频尿急性交疼多梦分泌物多,临床表现(病症表现),3
心脏部位一直轻微痛是什么原因导致痛的,病因,1
心悸怔忡是什么意思,定义,0
医生你好，我有一年的尿频、尿急了，慢性前列腺怎么办？,治疗方法,5
睡眠质量不好经常做梦是怎么回事呢？以前都是吃嘛嘛香的，怀孕后就比较容易失眠。,病因,1
姑妈得了心房颤动以后一直精力不振，连以前最爱的广场舞都不去了，表哥表姐很担心，请问心心房颤动治疗方法,治疗方法,5
PPH痔疮手术3个多月了，走路肛门口有点痒，时轻时重，复查了3次，肛门正常，创面恢复好了，是什么原因造成的？,病因,1
你好我以前是用胰岛素控制血糖的这几天医生让我改为药物治疗我吃了有半月了血糖一直不稳定请问是哪里出了问题,病因,1
您好医生高位截瘫手很不灵活导不了尿以前做飞机两三个小时不用导尿这次飞国外十几个小时头等舱但导尿怎么办好担心,治疗方法,5
如果得了二尖瓣和主动脉瓣的疾患看什么医生,所属科室,6
拉稀，一天几次，诊断是淋菌性直肠炎。淋菌性直肠炎有什么症状？,临床表现(病症表现),3
妊娠合并偏头痛的病因是什么,病因,1
如果得了肥胖性心肌病治疗周期？,治疗时间,11
咽喉肿胀吃饭无异样用手指压有痛感呼吸有压迫感,临床表现(病症表现),3
鼻炎能引起临界高血压吗?,相关病症,4
打扰问一下能否介绍一下中耳癌的意思是什么,定义,0
请问阴道口痒还有豆腐渣分泌物怎么办？,治疗方法,5
得有高血压，脚无力站不稳，不能坐，能有什么药可以治疗？如果在中药中能否加入当归，茯苓，长参服用吗？,治疗方法,5
没有糖尿病的人可以吃盐酸二甲双胍吗,治疗方法,5
六天前做了内痔手术，这一两天老是有粘液丛肛门排出，是手术的正常反应吗？,临床表现(病症表现),3
是医生给我开的甲磺酸多沙唑嗪缓释片，今天服药后很不舒服。,临床表现(病症表现),3
请教一下小肠损伤什么人容易得,病因,1
盐酸贝那普利片功效好吗？,治疗方法,5
外公患有心脏病，不知道还可以吃复方氨酚烷胺片这个药物不？,治疗方法,5
每隔一段时间就会失眠是怎么回事呢？怀孕7个月多了，经常会失眠的情况发生，很难受。,病因,1
总是做噩梦失眠睡不着该如何是好呢？孕39周了，晚上都没办法好好睡觉，好困乏啊。,治疗方法,5
我是白癜风这个疾病的患者，结婚了三年，婆婆和爱人一直嫌弃我没有孩子，想要一个孩子，但怕这个病会影响孩子，想知道是不是可以生孩子？,传染性,7
我母亲心率失常，吃了稳心颗粒一点效果也没有我想问问该吃什么药,治疗方法,5
怎么查风湿性心脏病,化验/体检方案,10
你好，尿失禁怎么解决,治疗方法,5
请问得了下消治好要多少天,治疗时间,11
变异性哮喘真的没办法治吗,治愈率,8
问一下肥厚型心肌病要挂什么科室,所属科室,6
我宝宝有点腹泻,临床表现(病症表现),3
男性有时小便疼痛是怎么回事,病因,1
86天宝宝3天不大便怎么办？咆母乳,治疗方法,5
坐骨神经痛是什么病,定义,0
"""尿频,尿痛,尿不尽是怎么回事""",病因,1
此肺部血气报告单严重吗，请帮诊断一下，谢谢。,化验/体检方案,10
大便干燥把肛门都裂开了，白带发黄。,临床表现(病症表现),3
从上初中起嘴唇就这个样子，好丑啊也不知道是病还是天生的。翻了小时候照片嘴唇不这样，怎样去除周围那一圈，看着很恶心,治疗方法,5
什么原因产生宫外孕？,病因,1
结肠损伤是否会传染？,传染性,7
老年人正常压力脑积水怎么办,治疗方法,5
脑萎有什么危害？,相关病症,4
胸痛差不多有2周了！开始我觉得是在发育，可是后来，发现胸是硬的那种，想想问问这是这么一回事？,病因,1
小肝癌以外的肝癌应该怎样治疗,治疗方法,5
40，岁的女人，发生脑出血，然后碰了楼梯之后，一直感药，背痛，这是怎么回事,病因,1
腹痛是怎么回事啊？,病因,1
骑自行车不小心摔了，丢人不说，还把我胳膊擦破了一大块。已经抹了碘酒，还能吃复方三七胶囊吗？,治疗方法,5
你好，我想大概问一下啊我听到街坊们说对于糖尿病来说阿卡波糖片，这个药有吗？,其他,12
请问得了结肠憩室病能感染到其他人吗,传染性,7
怀孕严重便秘怎么办啊,治疗方法,5
怎样才能躲避胃梅毒,预防,2
容易感冒忽冷忽热全身无力，时好时环,临床表现(病症表现),3
你好，有个病人刚刚做完脑出血手术，回家后感觉鼻孔老有痰，进入喉咙，请问是怎么回事,病因,1
你好，有没有人知道有哪些人群是不能服用利培酮口服液的？,禁忌,9
腰间盘疼得不敢动，现在打算买点药回来服用，最好是有专家为我推荐的,治疗方法,5
急性化脓性脊髓炎易发人群是哪些人,病因,1
生殖器长了疱疹但不明显！做了包皮手术！现在没有很明显变化！我想快点治好！,治疗方法,5
腹痛是什么引起的,病因,1
你好，我想大概问一下啊那里有买的？？大药店注射用重组人生长激素,其他,12
什么是血管瘤信息,定义,0
乙胺嘧啶中毒有什么伴随发生,相关病症,4
你好，麻烦问一下鸡眼治愈比例,治愈率,8
骨折后恢复比较慢，可以服用骨康胶囊吗，是否有效果？,治疗方法,5
做的四维检查医生说胎儿肺动脉主干内径较主动脉内径略窄会有什么问题,相关病症,4
医师你好，可以给我介绍一款好用的升血调元汤吗？,治疗方法,5
成都肛肠医院哪里治疗便秘好?,其他,12
宝宝吸收和肠胃都不好，好多东西都不吃长的也瘦，给他补什么呢,治疗方法,5
小孩子会不会受影响，听说会感染得先天性心脏病的，是吗,传染性,7
胰腺癌已经阔散了大概一个月没吃东西了最近两天总吐黑水,临床表现(病症表现),3
龟头及包皮内侧有白色分泌物，包皮内侧呈现血红色，痒。小便不痛，有点痔疮，是怎么回事？,病因,1
小腿因血管瘤而肿大怎么样能消肿,治疗方法,5
心肌缺血，脑供血不足，有什么办法可以根治吗?,治愈率,8
你好，医生，小便细，排尿困难，谢谢,临床表现(病症表现),3
你好医生，请问下颈椎会不会影响有高血压,相关病症,4
肛门周围痒，可以用点什么药,治疗方法,5
刚刚去了厕所解小便，出来不一小会又觉得尿急急的，但是去的时候又拉不出来，憋得难受，这情况已经有好几天了，我这是怎么了？,临床表现(病症表现),3
肛裂手术后，大便又出血怎么办,治疗方法,5
出现白癜风后需要注意哪些事情？手部出现了白癜风，白斑光滑，没有疼痛感觉,治疗方法,5
肛门有肉脱出，疼，孕前就有痔疮，不厉害，越来越重，怎么办？,治疗方法,5
请问结肠癌是否适合微创手术,治疗方法,5
怎么治疗病毒性脑炎,治疗方法,5
"""你好，我想大概问一下啊请问,对于糖尿病来说阿卡波糖片,要吃哪里生产的?""",其他,12
您好急性嗜酸性粒细胞性肺炎如何体检？,化验/体检方案,10
脊髓压迫症的病因是什么,病因,1
昨天发现小阴唇内侧有一个白色的粉刺一样的。扣掉之后是个小坑。也不疼。平常也会有痒的感觉但是不怎么频繁。请问是尖锐湿疣吗？,临床表现(病症表现),3
请问七个月的孕妇胎教有用吗？能影响到胎儿以后的智力吗？需要注意什么呢？,其他,12
请问得了肺地丝菌病得治疗几个小时,治疗时间,11
打扰问一下肝上皮样血管内皮细胞瘤检查什么,化验/体检方案,10
如何预防丘脑胶质瘤,预防,2
痔疮手术一个多月了为什么肛门周围有点发涩的感觉，,病因,1
尿道流脓是什么问题？,定义,0
严重病毒性心肌炎小儿有什么症状？,临床表现(病症表现),3
颅骨骨膜窦怎么办,治疗方法,5
怀孕初期基础体温变化是怎样的？第一次怀孕什么都不太懂，需要慢慢学习。,临床表现(病症表现),3
为什么每次大便后肛门都会有种火辣辣的感觉？,病因,1
痔疮患者可以吃苹果吗？,禁忌,9
老年人正常血压多少160正常吗,定义,0
得了个痔疮怎么办，大便时有点点痛，而且那个痔疮看得见,治疗方法,5
经常觉得活着很累压力很大一个人经常发呆觉得活着真累没什么意思特别晚上想割完死了算了情绪很低不想说话会把自己关房间里,临床表现(病症表现),3
你好，我想大概问一下啊我的奶奶让我给他买冠脉宁胶囊，请问这个药对冠心病有没有帮助的呢？,治疗方法,5
请问左边小阴唇痛到底是怎么回事？,病因,1
吃了四年的阿普唑仑片吗，现在不吃睡不着，是不是有耐药性了呢？,其他,12
我想问问达美康格列齐特片缓释片和达美康格列齐特片2型，哪个效果好？,其他,12
幼儿园开学准备些什么呢？需要给孩子交代那些才能让孩子好好学习呢？,其他,12
高血压80160是否正常?,定义,0
刘医生您好，请问血压低，吃了补血口服液，不见效果，反而越补越低该怎么办,治疗方法,5
就是坐骨神经痛导致行走不便，我想问问有没有其实效果好点的药物治疗啊？,治疗方法,5
多发性肾结石要怎么治疗好呢，实在太担心了，我该怎么办？,治疗方法,5
怀孕6个月腰疼怎办啊呢？而且坐骨神经那地方也痛的很厉害，难受啊。,治疗方法,5
16岁心率才52，正常吗,定义,0
心尖肥厚型心肌病是什么病,定义,0
手足徐动症要做哪些检查,化验/体检方案,10
冒昧问一下布氏杆菌性关节炎看啥科呢,所属科室,6
晚上很要睡觉是高血压的症状吗?,临床表现(病症表现),3
山东济南脑病医院好不好?我们想去济南脑科医院做手术，不知道手术效果怎么样,其他,12
最近总是肚子饿?,临床表现(病症表现),3
腱鞘囊肿要看什么科,所属科室,6
你好，我想咨询一下，缺乏维生素d的患者可以服骨化三醇胶丸吗？,治疗方法,5
我家小孩最近大便失调，想买诚志永丰化积口服液试试，不知道效果大不大呢？,治疗方法,5
晚上老睡不着翻来覆去，基本要折腾一两个小时才能睡着的，孕妇失眠怎么办？,治疗方法,5
冒昧问一下流行性脑脊髓膜炎要花多少时间治好,治疗时间,11
同事喜欢吃辣，经常大便干结疼痛，想了解，内外痔疮有哪些不同？,定义,0
什么是妊娠高血压？,定义,0
心悸是什么原因引起的,病因,1
你好，麻烦问一下肠伤寒穿孔如何体检？,化验/体检方案,10
爷爷患有精神分裂症，朋友推荐阿立哌唑片，请问阿立哌唑片是什么药？主治哪些病症的？,定义,0
窦性心动过速t波改变是心脏病吗,定义,0
你好，我想问一下，尿路感染，怎么办？,治疗方法,5
有同性恋倾向怎么解决,其他,12
母乳宝宝会便秘吗？？,临床表现(病症表现),3
我想请问一下，精神不好，尿频，尿不尽，时而腰疼，不知道这是为什么？,病因,1
痔疮手术后吃什么,禁忌,9
高血压，眩晕血压降下来了，头还有点晕，眩晕，请问这是什么原因？,病因,1
我年纪比较大了，身上一大堆毛病，最近还查出有哮喘，如果哮喘放任不管的话，会不会导致其他病啊？,相关病症,4
脑溢血后遗症患者现全瘫，失语，还会吐，改善如何去改善呢？,治疗方法,5
你好，麻烦问一下腘肌腱损伤治愈需要几年,治疗时间,11
请问结肠癌伴肝多发转移可以采用中药治疗吗,治疗方法,5
孕晚期总是失眠怎么办呢？有没有什么办法可以改善这种情况的呢？,治疗方法,5
为什么腌制食品会增加患胃癌风险,病因,1
咋样逃开锑末沉着症,预防,2
八个月的小孩四五天不拉大便怎么办,治疗方法,5
怎么样治慢阻肺才能治好,治疗方法,5
小腹正下方疼痛，很快就会疼遍整个小腹部，并且涨肚子，疼痛不敢触摸，怎么办,治疗方法,5
打扰问一下如何理解点状骨骺发育异常有什么定义？,定义,0
问一下可以介绍肠毒性大肠埃希杆菌感染解释,定义,0
我想请问一下，阴茎发痒，刺痛，排尿时刺痛，并有异味,临床表现(病症表现),3
肛裂怎么治。怎么食疗。,治疗方法,5
小孩子经常肛门痒是怎么回事？,病因,1
吃了后不能吃什么药物？,禁忌,9
肚脐右边疼，很闷，昨天是左边疼，但每次都是中午吃饭前或者吃饭后，怎么回事??,病因,1
请问孕妇吃泌特有影响吗？,禁忌,9
白天喝茶晚上睡不着觉可以喝什么东西缓解吗？我怀孕啦。怕如果我睡不着会对小孩儿发育不好,治疗方法,5
排尿困难。小腹痛。,临床表现(病症表现),3
痔疮术后大便刺痛，是否得了肛裂?,临床表现(病症表现),3
孩子出生后有心脏病的几率有多大,其他,12
请问怎样改掉晚睡的坏毛病啊？最近因为要和老公准备生孩子了，但是早睡都睡不着呢！,治疗方法,5
这种愈美片心脏病人可以吃吗,禁忌,9
小血管瘤能治愈吗,治愈率,8
慢性支气管炎会口干吗,临床表现(病症表现),3
阴茎短小怎么办，有治疗的方法吗？,治疗方法,5
我老爸哮喘好辛苦，请问可以吃洋参吗,禁忌,9
B超做出来疑似血管瘤，长在孩子的眼角旁，红点变成红斑，越长越大，我们很担心，内蒙古婴儿在眼角长的血管瘤咋治？,治疗方法,5
你好，最近我的腰困，尿色发黄有泡沫是怎么回事？,病因,1
新生儿紫癜看什么医生,所属科室,6
突然之间就是咳嗽，先开始很剧烈后来好一点了咳嗽痰带点血丝。,临床表现(病症表现),3
频繁做爱导致睾丸难受？,病因,1
强迫症会自己好吗,治愈率,8
牙龈肿痛引起偏头痛，脸肿脖子痛，是不是这样子真的是要看看医生呢？我该咋办啊？,治疗方法,5
肚子上长红色痘会有可能是风疹吗,临床表现(病症表现),3
运动型哮喘可以治愈吗,治愈率,8
安宫牛黄丸用于什么疾病治疗,治疗方法,5
宝宝吃什么鱼肝油好？,其他,12
家里的老人一直患有糖尿病，最近因为受伤伤口一直不能痊愈而且还有溃烂的迹象，这是怎么回事？,相关病症,4
一直都有痔疮，拉大便出来都有血出来，但不痛，昨天大便的时候出来很多血，走路都会痛，应如何治疗？,治疗方法,5
宫颈癌如何分期,定义,0
皮肤跟什么器官有关？,定义,0
心脏增大，呼吸困难，肺部感染，伴有反复发烧,临床表现(病症表现),3
儿歌的歌词有人人都说我最大，歌名是什么啊？我想下载给宝宝学习下。,其他,12
最近在服用新乐康片，医生开药奥氮平片，想问一下新乐康片和奥氮平片一起吃行吗？,禁忌,9
支气管炎可以吃什么，不可以吃什么食物,禁忌,9
请教一下小儿视网膜色素变性-肥胖-多指综合征如何体检？,化验/体检方案,10
请问一下汤臣螺旋藻片是怎么吃的，嚼着吃，还是要水送服的,治疗方法,5
肺栓塞，双下肢血栓，呼吸困难，指脉氧只有70到80.可以治吗,治愈率,8
请问得了偏执性精神障碍会传给孩子吗,传染性,7
高血压，心脏病，糖尿病患者可以服用追风透骨丸吗？能不能长期服用？,禁忌,9
脑梗塞急性发作期要怎么治疗？,治疗方法,5
我想请问一下，排尿时尿道口会有轻微灼痛感,临床表现(病症表现),3
你好，麻烦问一下垂体前叶机能减退症如何体检？,化验/体检方案,10
患有内痔3年，有时大便过于用力会滴血，大便完纸擦用力也有出血，确诊内痔有裂缝滴血，应如何治疗？,治疗方法,5
如果正在服用其它治疗心衰的药物，还需要吃芪苈强心胶囊？,治疗方法,5
坐痔疮手术得多少钱。最严重的多少钱,其他,12
如果得了气胀临床表现,临床表现(病症表现),3
"五个月大的宝宝面部长了一个血管瘤，咋治疗？现在治还是以后治？,内蒙古婴儿面部的血管瘤怎么治好？",治疗方法,5
心绞痛能喝泡的人参酒吗,禁忌,9
你好，麻烦问一下可以介绍神经类疾病的意思是什么,定义,0
怎样解释口腔结核性溃疡是啥意思,定义,0
尾骨骨折向内成角为什么会引起两髋部大转子疼,病因,1
老人有脑梗，犯过脑出血，糖尿病，身上现在尿骚味很重，想请问怎么回事？,病因,1
肚子疼有点乏力还有点感冒,临床表现(病症表现),3
"孩子出生是面部就长的红点，检查出血管瘤，直径8厘米现在。你那里能治疗吗,出生时内蒙古婴儿面部就有血管瘤可以治好吗？",治愈率,8
我要帮姑姑买治疗妄想孤僻精神病的药请问可以用五氟利多片吗会...,治疗方法,5
肌肉扭伤，疼了有半，不见好转，现在不知道怎么办？,治疗方法,5
留鼻涕是透明，经常打喷嚏是怎么一回事,病因,1
刚出生就有的血管瘤，随着年龄增长现在有4个月了，请问你那里能治吗，内蒙古婴儿肚上血管瘤怎么治比较好?,治疗方法,5
肠镜确诊为乙状结肠炎直肠炎，经常腹泻，便血，该如何治疗？,治疗方法,5
支气管扩张是怎么引起的,病因,1
请问吃了感冒药里面含有咖啡因，尿检为阳性，几天会消失？,其他,12
宝宝咳嗽有十多天了，但是到现在还没有好。宝宝咳嗽十多天还没好该怎么办？,治疗方法,5
怀孕晚期最近总是失眠是怎么回事啊，是不是激素的问题导致的失眠呢？,病因,1
之前听朋友说吃抗精神类药物可能会导致失眠？请问吃阿立哌唑片会引起失眠吗？,临床表现(病症表现),3
十多年前得了肺结核治好了，上山被草爬子咬了，经常发烧，去医院检查说是结核性森林脑炎，请问这个病能治愈吗,治愈率,8
小儿癫痫发作诱发失语综合征怎么诊断,化验/体检方案,10
女性尿路感染多久会好,治疗时间,11
最近几个月肚子胀痛，便秘，确诊为结肠黑变病。如何治疗？,治疗方法,5
可以问一下蛋白丧失胃肠综合征的定义,定义,0
亚急性硬膜外血肿有哪些并发症吗,相关病症,4
肾结石疼痛应该怎么办,治疗方法,5
——突然肚子痛！怎么办啊？,治疗方法,5
急性心肌梗死的诱发因素有哪些？,病因,1
你好，请问一下肾结石用什么药效果好？,治疗方法,5
对于亚临床甲减退这种病来说是多吃碘好还是少吃碘好一点呢？,禁忌,9
打扰问一下明癣做啥检查,化验/体检方案,10
请问高血压药厄贝沙坦一片剂量0.15g是否远高于施慧达的5mg,其他,12
两三天没大便,临床表现(病症表现),3
宝宝长期腹泻吃什么药,治疗方法,5
肛门里(可能是直肠吧)，有刺痛感(针扎感)，不是排便时，是坐着时,临床表现(病症表现),3
上厕所是肛门很痛是什么原因？上厕所是肛门很痛是什么原因。,病因,1
我的屁股左側上方腰下的地方很痛,临床表现(病症表现),3
高血压会影响寿命吗？,治愈率,8
请教一下癔病性昏厥病症是啥,定义,0
医师，我想问下，正在吃心脏病药的老人能服用舒筋丸吗？,禁忌,9
什么是先天性心脏病？,定义,0
肠瘘可以看啥科室,所属科室,6
有心肌梗死病史的糖尿病患者如何运动?,治疗方法,5
请问得了能否告知小儿白细胞黏附分子缺陷Ⅰ型是什么意思？,定义,0
小儿肾淀粉样变性有什么其他病并发,相关病症,4
五个半月的宝宝拉肚子了,临床表现(病症表现),3
有点上火鼻子出气都是热的，头痛，吃过莲花清瘟胶囊再吃的什么消炎药好的快，谢谢了,治疗方法,5
经常感冒，吃什抵抗力好,治疗方法,5
已经怀孕5个月的时候腿抽筋了是怎么回事呢？我每天都要吃两次钙片的呀！,病因,1
如果得了乳腺导管瘤会传给孩子吗,传染性,7
山雄万通筋骨片的使用有效期是多长时间呢？,其他,12
拉大便出血是什么原因,病因,1
打扰问一下共济失调容易感染不,传染性,7
生过小孩小肚子痛是怎么回事,病因,1
你好，我做了人流50天后才来月经，来了还特别多，肚子痛的厉害，这正常吗？,临床表现(病症表现),3
宝宝哭闹食欲不振,临床表现(病症表现),3
你好，麻烦问一下酸中毒完全治愈要多久,治疗时间,11
支扩是不是就是支气管扩张，这病是怎么回事？,定义,0
"你好，月经第三天检查胰岛素644.60,请问是不是不正常，",化验/体检方案,10
拉完尿发现尿液上面浮有大量泡沫，这是病态吗？,临床表现(病症表现),3
五个半月的宝宝拉肚子怎么办？急！,治疗方法,5
"我服用了腰痛宁胶囊三盒了,为什么,还不敢走路整个腿都痛，为什么啊？",病因,1
请问得了动静脉血管瘤病症是啥,临床表现(病症表现),3
尿路感染会引起妇科病吗,相关病症,4
你好，麻烦问一下先天性声带发育不良需要做什么检查,化验/体检方案,10
小脑脑桥角脑膜瘤可以怎么预防,预防,2
引起支气管扩张的主要因素是什么?,病因,1
宝宝便秘吃什么水果最好,治疗方法,5
拉肚子了该怎么办？,治疗方法,5
因为酒后乱性所以两周后感觉肚子空空的这是怎么了,病因,1
晚上睡觉膝关节疼，经常疼。,临床表现(病症表现),3
